formation_energy_per_atom,band_gap,density,vpa,PymatgenData mean row,PymatgenData std_dev row,PymatgenData mean group,PymatgenData std_dev group,PymatgenData mean atomic_mass,PymatgenData std_dev atomic_mass,PymatgenData mean atomic_radius,PymatgenData std_dev atomic_radius,PymatgenData mean boiling_point,PymatgenData std_dev boiling_point,PymatgenData mean melting_point,PymatgenData std_dev melting_point,PymatgenData mean X,PymatgenData std_dev X,elastic_modulus
-1.3037276585275002,1.9441,2.829444989500461,34.98937397564928,3.5,1.5811388300841898,15.0,5.715476066494082,59.619499999999995,78.58342059981015,1.0583333333333333,0.18446619684315552,1250.385,2905.6748967007074,794.96,1837.558735569197,2.9299999999999997,0.46868610675660827,4.5
-1.2172544772222222,1.4788000000000001,3.8336091522161766,37.01386184452818,4.333333333333333,0.6708203932499369,13.11111111111111,9.305912099305473,85.45217777777778,17.04185434669596,1.4500000000000002,0.6971370023173351,754.3333333333334,1127.7807632691736,302.7555555555556,105.33996231250511,2.373333333333333,1.2604999008329991,7.411764705882353
-0.33240240276785776,1.4152999999999998,5.804238200474864,25.61624198198249,4.285714285714286,0.9258200997725515,13.142857142857142,4.818120558297157,89.53885714285714,51.7001249100453,1.2357142857142858,0.13093073414159556,2294.285714285714,2305.992813766525,1198.077142857143,1437.7522269277536,2.337142857142857,0.3754806443556235,5.142857142857143
-3.6019821471335396,6.8641000000000005,4.19221677781393,19.476139351969945,3.2,2.181426297094443,10.8,9.996551129402512,49.169694228000004,61.23660386285345,1.1800000000000002,1.1428940880727856,716.318,1380.6392094168957,309.423,671.5429286622017,2.761,1.9657713235653134,7.875
-0.5644316424218747,0.8691,6.488532044434674,27.640941897018713,4.5,1.0954451150103324,14.5,1.8973665961010275,108.006575,70.54505588619942,1.375,0.39115214431215894,1534.75,799.4354883291085,466.9775,127.25333170491056,2.1325,0.5348925125667771,6.545454545454546
-1.0432523483333336,5.3454999999999995,2.7556871884807554,33.90957055568087,3.3333333333333335,1.4142135623730951,12.0,10.606601717798213,56.273393999999996,50.128085238442544,1.1166666666666665,0.07071067811865465,1135.3333333333333,1704.1273426595794,697.1999999999999,915.1375962116299,2.4966666666666666,0.982878425849301,3.6
-0.07632703875000013,2.0942,6.757826281741869,39.79093945140678,5.5,0.7071067811865476,14.0,4.242640687119285,161.9355195,49.54138530706322,1.375,0.03535533905932725,1793.2,1889.1064766179804,862.0899999999999,672.0908533821896,2.6,0.08485281374238578,4.5
-0.4430827226079998,0.0,2.752248397423521,24.78010211273589,3.2,0.7071067811865475,15.8,4.242640687119285,41.071600000000004,19.864750803873676,1.0699999999999998,0.2474873734152917,831.2880000000001,2093.6653973474367,408.834,838.7488506400471,2.9080000000000004,0.89095454429505,4.5
0.045052886428571526,0.8924000000000003,0.3845679734918437,133.74265509829667,3.0,0.0,15.0,0.0,30.973762,0.0,1.0,0.0,550.0,0.0,317.3,0.0,2.19,0.0,4.5
-1.4172014275900002,4.0288,2.6453996493773984,29.42465907458771,3.3333333333333335,0.7071067811865476,15.666666666666666,2.8284271247461903,46.87633333333334,24.232549391262978,1.0999999999999999,0.21213203435596428,985.0733333333334,1582.427194549563,215.37,92.85019143760557,2.7100000000000004,0.9545941546018393,4.5
-0.45204959874999995,0.0,3.943335577283174,35.335773982392574,4.25,0.7071067811865476,14.25,7.7781745930520225,83.913,11.339164343107477,1.2249999999999999,0.21213203435596428,1477.0,3238.5490578343874,923.35,1859.8322558768573,2.76,0.5656854249492379,6.0
0.07355609210400046,0.0,3.4915306281156218,11.674964896025639,1.8,2.8284271247461903,3.6,9.19238815542512,24.548352,83.22792478562589,0.49000000000000005,0.8485281374238571,591.2239999999999,2018.591870388861,112.224,347.2389270372779,2.152,0.16970562748477155,4.5
-1.8258073142048734,2.7104,4.264818156043362,15.603465007067367,2.8,2.100902925755561,12.0,9.486832980505138,40.0749023,61.13543672514387,1.03,1.0935547855345509,409.054,690.6531673413369,144.10999999999999,186.26955773268762,2.9479999999999995,1.837612769234904,15.23076923076923
-0.46048314928571493,0.0,7.820223407152915,24.749666247616563,5.142857142857143,0.5222329678670935,11.0,5.291502622129181,116.55728142857143,14.93404770110508,1.5785714285714285,0.24863262420322438,2776.5714285714284,1022.3255574691193,796.9642857142857,961.3780739835726,1.7542857142857142,0.47455242070818676,16.036363636363635
-0.23294139829861116,1.4073,3.713193693003347,36.95678109648863,4.111111111111111,0.4472135954999579,16.0,3.0740852297878796,82.64044444444443,11.976420967885192,1.1777777777777778,0.11180339887498948,793.7777777777778,1281.4091462136519,490.0944444444445,686.0763816806406,2.7844444444444445,0.37841115205553866,4.5
0.04226615024999991,0.0,1.8081506460964707,52.73836303434892,4.25,0.7071067811865476,3.75,7.7781745930520225,57.426475,51.839907317095005,2.0375,0.459619407771256,1034.0,5.656854249492381,400.9525,182.2143464439615,1.0375,0.6151828996322963,4.5
-0.9102187924999999,3.0529,6.128998834593923,33.14468035219277,4.666666666666667,1.4142135623730951,16.0,2.1213203435596424,122.336,90.01186481792274,1.3666666666666665,0.459619407771256,895.3333333333334,1195.0104602052654,377.40333333333336,236.74642140906798,2.75,0.4454772721475249,4.5
-1.049847671666667,0.0,6.586089417403817,29.88163437773531,5.0,1.0,11.0,7.211102550927978,118.51760666666667,45.18870897480513,1.4833333333333332,0.23629078131263043,2145.7999999999997,1549.5773359209923,772.9200000000001,742.5740405508396,1.8566666666666667,0.7810463067791392,11.647058823529411
-0.49036577092687494,2.2181,2.565799980818707,37.023006011225355,3.5,0.7071067811865476,16.5,0.7071067811865476,57.2065,30.764094729083116,1.075,0.10606601717798207,598.5550000000001,508.3319939271972,332.8,227.97122625454293,2.855,0.4313351365237942,7.2
