time,displacement,force
0.0,-0.031041831456681393,-0.26339799574366424
0.01,-0.057378679935055216,1.3358882353522603
0.02,-0.043462512787642495,1.1358054693939497
0.03,0.006518123245774714,-2.06656886426154
0.04,-0.005051618568471515,1.5381010730140672
0.05,-0.017949241338494085,2.080581080237168
0.06,0.010046212299772673,0.03864776804918675
0.07,-0.012997729897656345,-0.46283869815454814
0.08,-0.049822125416674974,1.379138529130932
0.08999999999999998,0.0578358758307508,0.8219908298296842
0.1,-0.030339646265617,0.628409829052951
0.11,-0.014600865610733416,-0.5504501996866629
0.12,-0.0468900802674254,1.1793501545949885
0.13,-0.07772351563623157,-1.8178222774107768
0.14,-0.015474493118758344,0.30835180926347905
0.15,-0.02442807292516669,-1.2846660027113899
0.16,0.014538219474376292,-1.6000270859455976
0.17,0.066203991802463,3.411391382013348
0.18,0.0787716162108149,1.167843661492322
0.19,-0.040476942425198725,3.1453917755978287
0.2,0.0363335281878119,1.059475222326871
0.21,-0.06947740958402542,-1.469218022178077
0.22,-0.010469141369329936,0.6590554920782545
0.23,0.03333202947316699,-1.8037792381916211
0.24,0.03598601242275684,2.738038264496064
0.25,0.04280221979478536,2.6259666839288625
0.26,-0.008613594346384734,0.8930944179093772
0.27,0.024586226298494173,0.36467436877791687
0.28,0.05707107346237803,0.7602684861950166
0.29,0.006630715948390274,1.9629641334050745
0.3,0.08925961219615505,-1.7250083498481303
0.31,-0.008840240430750433,-0.2177834249449464
0.32,0.006944278305442544,1.8453094515796895
0.33,0.029233317721497593,0.9006710107179408
0.34,-0.10336590054672427,-1.5165563232848236
0.35000000000000003,0.08578877895394035,-1.7152687227054704
0.36,0.12973177443502745,-2.6289759654867098
0.37,0.06379982401146421,0.8201919017486544
0.38,0.034617402100660985,2.4521681879877986
0.39,0.09452194500527644,-2.195101064043264
0.4,0.057806570232790094,-1.260384950915656
0.41,0.008366373670723196,-3.239167008872911
0.42,0.04087371476015233,2.435220996663937
0.43,0.02147245000078639,-1.716578062418635
0.44,0.12364572690467136,-3.9894831017889425
0.45,0.04148571790648979,1.40393975143598
0.46,-0.016206004847460098,3.186731885159788
0.47,0.09804130096539124,-2.3868456327470127
0.48,-0.04792168990444386,-2.2899435618633874
0.49,0.05661249895728534,-0.3759160515750049
0.5,0.09934309301837746,0.6525520027543166
0.51,-0.021288475146434893,0.7833551726395875
0.52,0.036235343308069205,-1.1227985271851213
0.53,0.003647697465336844,4.0065391754475765
0.54,0.09313092716910873,-0.9921348233936784
0.55,0.06403961746591169,-2.612658875981811
0.56,0.10716073354526671,0.8617174712056561
0.5700000000000001,0.07727256839376467,-2.087676280012115
0.58,0.03772788090930922,-2.439774757647844
0.59,0.01128945592908568,0.7507988464781428
0.6,0.07888090077158702,0.959567845276995
0.61,0.06729887245977513,2.0615120701320846
0.62,0.04991183471263107,0.27691391985661273
0.63,0.116824393282632,2.422587682521393
0.64,0.06699201579356054,3.0409509799197183
0.65,0.033610505135928545,-2.821387363636304
0.66,0.04879644693210704,0.8987299415980634
0.67,0.10229168488700983,-3.7804722653560945
0.68,0.04444395192173807,-0.4509264886129088
0.6900000000000001,0.08118176437077607,1.3633424729365136
0.7000000000000001,0.07378484118955525,1.898886215311066
0.71,0.13174050168661566,3.19628664448485
0.72,0.11673940503373166,1.281382242082855
0.73,0.08281173804873286,-2.8992101991641834
0.74,0.10710491530012595,0.2797590773149084
0.75,0.04546888019733813,-0.8362300581607354
0.76,0.1255934411629291,-0.6915030642402024
0.77,0.14737185070880626,1.6238216685426532
0.78,0.07256801692884003,-3.2264088539786475
0.79,0.037102128360127926,-0.3928357627784275
0.8,0.07701510734957386,3.706099077113125
0.81,0.11889170043262644,0.18028536446259588
0.82,0.0046260528246700175,-3.225459211158878
0.83,0.08594722461596789,0.22149545150404673
0.8399999999999999,0.07951459208885599,-2.624225765444768
0.8499999999999999,0.1646517745268638,1.886376176622384
0.86,-0.041023433610791846,-0.23817144631604228
0.87,-0.02061499534411136,-1.1020886061101052
0.88,0.06543208686722415,-1.3725370907987495
0.89,0.12561970229092853,-1.1558489158616492
0.9,0.04937450521385704,0.5172922295387361
0.91,0.12093430758297748,-0.9362245917641968
0.92,0.043656246491066975,0.4971112986963276
0.93,0.09830820525240211,-1.228525150763766
0.94,0.19232617491080847,3.1958759960965013
0.95,0.08167399651918254,-1.5278323976793935
0.96,0.1291891836374866,-2.6787022305810524
0.97,-0.009842151001484375,0.3352890135865137
0.98,0.08699347238758143,1.4850417745587559
0.9900000000000002,0.08585979490048724,-1.3192931730251312
1.0,0.0592839149170069,0.12609120166861598
1.01,0.09530156330465696,1.3762501465007924
1.02,0.09898801330889112,-0.8651661086627968
1.03,0.05913130883699081,0.2801044199106329
1.04,0.05104487193175745,-1.7394904652861287
1.05,0.021927432121190596,-1.520027585645495
1.06,0.1523773243672768,-0.8299565867196951
1.07,0.18596736740996136,1.235550445025763
1.08,0.20275534243743923,0.7476782859685006
1.09,0.17921898981636095,0.8850208964177264
1.1,0.07332310422877414,-2.31977285629916
1.11,0.07534783329829915,-3.0881931391924944
1.12,0.13394211287890068,0.5617147219217865
1.13,0.15446291876377263,0.961735118765056
1.14,0.1713887150985198,0.4764494638411594
1.15,0.15965495685395628,0.8175250342164363
1.16,0.18465776536061557,0.28626793745249
1.17,0.1381776942344862,-0.966046537833208
1.18,0.09330234059893572,-1.9927240618218625
1.19,0.1160184022632395,2.5399073619072263
1.2,0.10003783509779351,-0.7902858756638704
1.21,0.11050419739669635,0.39014990037539937
1.22,0.13518407832289045,2.822645642876691
1.23,0.1021823760491812,2.078350618715737
1.24,0.09566110115758183,-1.085116076460216
1.25,0.09662812921594453,0.08271151355268566
1.26,0.0882517706241431,-2.158431557180513
1.27,0.06034529597486032,2.6009024991157648
1.28,0.12119050084311432,-0.05360677137755149
1.29,0.13915079399099559,1.9943387116534164
1.3,0.12526725071480851,2.4532442917634687
1.31,0.0817244191775567,1.0048544523956016
1.32,0.1813540087784844,-0.09056003601570509
1.33,0.06285574325397958,-3.2387487735855096
1.34,0.19790052801432736,-2.259018936152387
1.35,0.11051685803995293,-2.84077650797902
1.36,0.13908922144203828,-1.0104623520225535
1.37,0.155519765468348,3.699711518263933
1.38,0.10570290811029869,-0.26608542880128044
1.39,0.14065814191374665,1.208336482977926
1.4,0.12486051391575864,-0.08681545677025809
1.41,0.17702025637652805,3.3060357500676294
1.42,0.08039019719647801,-1.8733095218216391
1.43,0.16859361218927488,0.6046013098883491
1.44,0.05019292322906284,0.09058992920327791
1.45,0.13900223091640565,1.6113676664572385
1.46,0.13717676371701132,-0.29983123041324605
1.47,0.15608906945061607,0.7980479128093116
1.48,0.11616630075778128,-2.335043688713099
1.49,0.08761487249278578,0.9689117524337655
1.5,0.13118875600005694,1.7095973452558446
1.51,0.13644316070271204,-0.648361340123246
1.52,0.1440235312383915,-0.4448444772392749
1.53,0.13014715142669325,-0.21064101371972505
1.54,0.18378028297872137,1.5757877289387352
1.55,0.15052120335777774,2.6293593986397097
1.56,0.19679098881468832,2.017008842829834
1.57,0.16737640501230883,-0.15091321853942347
1.58,0.10813953204216656,0.0006653209810932046
1.59,0.15490006031430778,0.7820089717215406
1.6,0.12946642434611852,2.950089472248686
1.61,0.08643673146626765,0.32496795840161063
1.62,0.16043150129305747,2.000814926261702
1.63,0.10586418075267624,0.29926229803480126
1.64,0.12386848512425676,0.905028461714062
1.65,0.24239082777465945,0.45478878447205456
1.66,0.18292782290879211,2.952076460331285
1.67,0.14087928704547364,3.4435168694122744
1.68,0.123917679623721,-0.4389222909234501
1.69,0.1200758851074372,2.1105560744405185
1.7,0.12869715394388948,-1.3436699101513967
1.71,0.1859370181806282,-1.2503278737672947
1.72,0.19614937547646,-1.3341353622814551
1.73,0.2751024178452609,2.112205251650621
1.74,0.09593499025897956,0.6137269267589065
1.75,0.1385755901607205,4.094641768942124
1.76,0.11957691332094925,0.6531008436517917
1.77,0.2169193472341212,2.260882708051883
1.78,0.15418453899836027,0.8304442193119727
1.79,0.11752847252048423,-1.7919235321936056
1.8,0.11706070642398196,0.8663270717599562
1.81,0.12923302570706627,-0.02227543836076411
1.82,0.22497114979339125,0.8367888101738522
1.83,0.16495495899554918,-1.0172537301140483
1.84,0.24881263624463903,-0.5902948833583102
1.85,0.13228007520911933,-0.6891962208486703
1.86,0.13352327667054967,-2.178578759812151
1.87,0.19395532030800647,0.18411362613111928
1.88,0.2951059812835976,1.2372955687358675
1.89,0.06935433947029067,-0.6352566125756288
1.9,0.2180235738641516,1.7499434736346704
1.91,0.21915796642429475,-2.8289146570110897
1.92,0.14460853248767197,-0.9016879562280176
1.93,0.27111294246114487,0.6550744736284448
1.94,0.19804602748803396,-0.583289368886403
1.95,0.17640952027344095,-4.341894406313665
1.96,0.169283958075487,1.1706255509448376
1.97,0.22203072035461888,-2.6676235009647895
1.98,0.17646464986023713,1.6724733240673486
1.99,0.1412187632744805,4.616303484276775
2.0,0.20642675313922265,-0.1280772993645407
2.01,0.24593576318863972,-5.352881919065918
2.02,0.17203125472388178,1.1974380324307403
2.03,0.20632126239521664,-4.688959356078404
2.04,0.2185542979432185,1.1031103524751673
2.05,0.1698436866399938,-0.46548051570573856
2.06,0.19829260152998587,1.3134725253480126
2.07,0.22366521828879812,3.372421465512259
2.08,0.15943277964845992,-3.055694533197725
2.09,0.15571166281456522,1.213821583389091
2.1,0.17153769779984723,-1.6611624612111735
2.11,0.20038203497031007,0.3782842484533154
2.12,0.24100333848080704,-1.5438902313386231
2.13,0.16564610980616568,0.5125683707722313
2.14,0.23174327058211688,-1.7727993688905668
2.15,0.19318792732147771,-1.2009399200990427
2.16,0.17322018389155472,0.7976806856087747
2.17,0.20731043061859392,-2.373184042606552
2.18,0.24948252071735935,-1.6689076617528327
2.19,0.18188291249272967,0.9017710353145224
2.2,0.24416335986614615,-1.2173947620321233
2.21,0.20384598944285603,0.7077758679609327
2.22,0.29583354465079315,-0.45517266494298175
2.23,0.2084281746352664,0.8812764735381282
2.24,0.19636839910814213,-0.6713872156766879
2.25,0.20896786806370657,1.4027196986888009
2.26,0.25903568518926434,-0.9723785342060355
2.27,0.26908651693134283,1.9410147272225484
2.28,0.2385832761926935,-0.27307799712812986
2.29,0.215234858037872,-1.255921418923528
2.3,0.17744644302780355,1.0730983054663803
2.31,0.2667087840284465,-1.7144895393314283
2.32,0.2172047890821714,3.9386229340304895
2.33,0.2899506041906527,0.6503363378670574
2.34,0.21622536599798345,-0.7217862483928925
2.35,0.23378623080626204,-1.1919125063509663
2.36,0.22232741668583403,1.8406623951011691
2.37,0.1646433919863407,0.07323142166193558
2.38,0.2908976812151916,-2.576764396727728
2.39,0.31318550138974494,-1.1655226333755586
2.4,0.2622728749659,3.50396073146184
2.41,0.3030491445102752,-1.8243141175137425
2.42,0.27242434940642485,-0.8576123653023955
2.43,0.1957125892103612,-2.0099097847667577
2.44,0.22460109674402956,0.34531109394833054
2.45,0.26136619612464845,-1.8357279276487968
2.46,0.22848719717357727,0.7901750361445296
2.47,0.26987112287494475,1.4288071115732854
2.48,0.2748908601119789,0.8961477265099973
2.49,0.184227247379854,-4.202105204533681
2.5,0.18985127602099677,0.7553491817107609
2.51,0.2667661648482691,1.1491616646554639
2.52,0.2262085326165837,-1.0231863906145715
2.53,0.27532115616678376,0.014216435838021547
2.54,0.2680676549857421,-0.3677825294407676
2.55,0.28486169949360074,2.451817538320212
2.56,0.3226367492704535,3.4564699470943827
2.57,0.24635058240692972,3.9437674604663977
2.58,0.24956443204999876,0.3336130482275097
2.59,0.27164281375746363,0.5884099529320456
2.6,0.28320600890763675,-0.6438352878346052
2.61,0.25718673949641296,-0.845209464816954
2.62,0.165223064250882,-2.9829374012855574
2.63,0.3378200791555832,0.698800497869154
2.64,0.2745544796783971,2.3776268260050664
2.65,0.20168263649941004,0.9633601694632304
2.66,0.2778992226852377,-0.9738017081572602
2.67,0.27397928841972324,-2.5147060651275708
2.68,0.2669520020041672,2.7959335338926743
2.69,0.29317078450151657,0.3429981007818112
2.7,0.245205413363116,-0.049815138913419287
2.71,0.3120084819262564,0.28931487229552527
2.72,0.27402743123560974,0.9660231190223768
2.73,0.21187769221281688,-1.1150650645437823
2.74,0.24361070308719215,-0.6499078319112428
2.75,0.27689237322939275,-2.18164956170636
2.76,0.19950103377753023,0.6305300697036892
2.77,0.2070631038531162,1.2097473664791387
2.78,0.25068646613588685,-1.4806714284818487
2.79,0.2519434019470353,-0.6409924829550826
2.8,0.2312556895050044,0.15996801918254946
2.81,0.3163515292391606,0.00956979399319986
2.82,0.29932167791261166,0.35396008959603725
2.83,0.29347885814337626,1.1821569315251803
2.84,0.2396546512769558,0.987806941710408
2.85,0.23081915933593683,-1.5706964313382499
2.86,0.25772174998763336,2.694235354805944
2.87,0.28275429254238243,1.692321867845652
2.88,0.3383913527738167,0.17882321553623048
2.89,0.3597937013485251,-2.343933704855407
2.9,0.2927686966576031,-1.2832500479986306
2.91,0.36202290502363654,1.0560450645410284
2.92,0.31269091827523166,-1.1625888805541091
2.93,0.31868355161090234,3.187370586131876
2.94,0.30052632868341844,1.2860900846314727
2.95,0.27339971072120534,0.10138824620886064
2.96,0.19781217763571785,0.3273105748873236
2.97,0.2750620845327086,0.31985036076231327
2.98,0.2628311725008211,-0.8857694344702391
2.99,0.2843438483260253,-1.6604816666423594
3.0,0.3628165351685549,-0.9917661455837875
3.01,0.2748664983458421,2.8512669875937413
3.02,0.29622861896389996,3.121025335599213
3.03,0.30242407895028534,-4.121238710057403
3.04,0.31313608096679874,0.39061065847695775
3.05,0.2753204051653323,1.9401523125577484
3.06,0.3326464753687496,-1.5137194637024427
3.07,0.379650556555763,1.0479861167717353
3.08,0.30921105528269577,0.04999552415756916
3.09,0.3445141879022992,1.8105081614462095
3.1,0.3346743893004441,1.0090418888581703
3.11,0.33337601341069234,1.2898385700595072
3.12,0.31522231103784804,0.1895104611501012
3.13,0.28922400589414005,0.3203790685238791
3.14,0.300964027937876,-0.4978674094242357
3.15,0.29765874304052053,-0.5475957773975465
3.16,0.28502931875936044,1.0461755628197151
3.17,0.26903368838416164,1.4663090497079747
3.18,0.4030772362940887,0.2814162819328932
3.19,0.318232137552142,-2.585875261391072
3.2,0.280623088994769,-0.7986168767934928
3.21,0.3797518342220181,-2.5428957660092912
3.22,0.22727264544380743,-3.3063245734149125
3.23,0.30830884468681324,1.8135759297776624
3.24,0.2745999400838129,-1.9761492494513728
3.25,0.24888259410419072,2.654384693850816
3.26,0.3074411707247514,-1.1101965888788932
3.27,0.3441783685640557,-0.69350657242726
3.28,0.3347275396437974,1.3954659005373027
3.29,0.28356446501695126,1.4137412384219799
3.3,0.4010983963573629,0.7002793323359995
3.31,0.34159514464427176,1.1310331398799307
3.32,0.3078848634487638,0.5843405621921252
3.33,0.39667929935796,0.010427054139545412
3.34,0.3083069838370636,0.34379656068052
3.35,0.3187588602989415,-0.061225441825749405
3.36,0.3538367848115681,-1.1326316858430487
3.37,0.3203928198703049,0.3477961148362687
3.38,0.34918469604273206,0.4051798909072504
3.39,0.36487250555544426,-2.1637300075373727
3.4,0.29164878124876337,-1.7004679518286967
3.41,0.2584973517705518,1.2352217072922376
3.42,0.33196234061507723,2.1349115954414564
3.43,0.3711185571650273,-0.026567890925927935
3.44,0.2692788072280421,1.08808118718537
3.45,0.32661252580237465,1.2130722001494685
3.46,0.27869127654447584,-0.31890039402799647
3.47,0.3514601806326063,1.1687960605253307
3.48,0.35146292637758775,-2.221630346192023
3.49,0.3248083754673986,-0.614728641555063
3.5,0.3638742131440532,1.2225381934884063
3.51,0.3166093269807183,0.009630683956426559
3.52,0.35826020796931884,1.2647948709066539
3.53,0.3463860041351125,0.34660064768575605
3.54,0.33903981805439376,0.9314682935132944
3.55,0.3842331855755869,0.05642482667544282
3.56,0.37875578901285584,0.4255581733121463
3.57,0.3611084995755889,-0.4446681343179474
3.58,0.3135660003275855,-1.2829143666813956
3.59,0.3256882079531651,-2.6415725482506223
3.6,0.36295442140912754,-1.608421678427984
3.61,0.3232587798051856,1.4480260037155244
3.62,0.2706079730292094,1.050968494511345
3.63,0.4405450459715846,-0.6175265963817
3.64,0.3167900165647735,-1.9016381754386489
3.65,0.3276086525038452,1.229069567548646
3.66,0.3202940959568708,-0.9296129851509725
3.67,0.30056017672304813,2.26928420835308
3.68,0.3692587067471402,0.3496779228911831
3.69,0.3197345636343665,0.25234702256047736
3.7,0.4090063694323848,-2.7520042947141765
3.71,0.29876934922761744,-3.0825439885509107
3.72,0.357318265676243,1.9299992538516897
3.73,0.46843695318052303,-0.4179180870591758
3.74,0.3677596038908436,-0.15688852433470063
3.75,0.40522818515052017,-2.1816026588757462
3.76,0.3796430549192036,-1.278655257878025
3.77,0.41074848911465206,-0.4884620516877862
3.78,0.32347490772036686,-0.31282300219361203
3.79,0.37840427207167954,0.8336740445465025
3.8,0.31143492058512046,-0.9046069456953649
3.81,0.38638151299516416,0.7711370330732592
3.82,0.4386215332758374,4.20883483942806
3.83,0.41957447437240625,-0.8472652263725936
3.84,0.31453919641889083,-0.3954013591765261
3.85,0.40657908914924046,-2.692856144594463
3.86,0.3614202773954132,1.4531264992429036
3.87,0.3735313611523022,-0.7173274897430729
3.88,0.3746482657155625,1.693434426233784
3.89,0.42374030115473543,0.9763227452693228
3.9,0.38245539499249126,-2.5683404059669126
3.91,0.41845199521369064,-0.5465306289658209
3.92,0.38941332394770783,-0.8855614813421961
3.93,0.4078976370848435,-1.1982885317999807
3.94,0.378634970462694,-0.21550389318469468
3.95,0.36100861872582657,-0.3856377090804188
3.96,0.422756635126023,-0.2839049373216589
3.97,0.41076003201042255,0.252819793709918
3.98,0.38261315749139513,0.2514550461263709
3.99,0.39072678164125624,-0.2985016115620888
4.0,0.4538045321191621,0.025414715877455217
4.01,0.33761595540573686,-2.144232951125783
4.02,0.36063481260333496,0.2665447536158307
4.03,0.4300267990090309,1.76992402433157
4.04,0.4158075411247356,-0.605319787783416
4.05,0.4131779826103547,1.6305167492086368
